AlarmCode,Unit,Level,Description,Type
274,1,2,CV 12 Z 下極限檢知異常
275,1,,CV 12X    變頻器  硬體異常
276,1,1,CV 12Z    變頻器  硬體異常
277,1,1,CV 12 Glass & Data Mismatch
278,1,1,
279,1,1,
280,1,1,
281,1,1,
282,1,1,
283,1,1,
284,1,1,
285,1,1,
286,1,1,
287,1,1,
288,1,1
289,1,1
290,1,
291,1,1
292,1,1
293,1,1
294,1,1
295,1,1
296,1,1
297,1,1
298,1,1
299,1,1
300,1,1
301,1,1
302,1,1
303,1,1
304,1,1
305,1,1
306,1,1
307,1,1
308,1,1
309,1,1
310,1,1
311,1,1
312,1,1
313,1,1
314,1,1
315,1,1
316,1,1
317,1,1
318,1,
319,1,
320,1,,
321,1,2,FI-ULD 全區緊急停止動作異常
322,1,2,LD/ULD  AIR LOW ALARM
323,1,2,System  Initial timeout
324,1,1,Connect Intelock T2 timeout
325,1,1,Robot Disconnected
326,1,1,CLS infoUnmatch ReportT1timeout
327,1,1,CLS infoUnmatch ReportT3timeout
328,1,1,CLS infoUnmatch ReportT0timeout
329,1,1,Process Command T2 timeout
330,1,1,Process Command T0 timeout
331,1,1,GLS     Modify  ReportT1timeout
332,1,1,GLS     Modify  ReportT3timeout
333,1,1,GLS     Modify  ReportT0timeout
334,1,1,GLS     Data Request T1 timeout
335,1,1,GLS     Data Request T3 timeout
336,1,1,GLS     Data Request T0 timeout
337,1,,
338,1,,
339,1,,
340,1,,
341,1,,
342,1,,
343,1,,
344,1,,
345,1,,
346,1,,
347,1,,
348,1,,
349,1,,
350,1,,
351,1,,
352,1
353,1
354,1
355,1
356,1
357,1
358,1
359,1
360,1
361,1
362,1
363,1
364,1
365,1
366,1
367,1
368,1
369,1
370,1
371,1
372,1
373,1
374,1
375,1
376,1
377,1
378,1
379,1
380,1
381,1
382,1
383,1
384,1
385,1
386,1
387,1
388,1
389,1
390,1
391,1
392,1
393,1
394,1
395,1
396,1
397,1
398,1
399,1
400,1
401,1
402,1
403,1
404,1
405,1
406,1
407,1
408,1
409,1
410,1
411,1
412,1
413,1
414,1
415,1
416,1
417,1
418,1
419,1
420,1
421,1
422,1
423,1
424,1
425,1
426,1
427,1
428,1
429,1
430,1
431,1
432,1
433,1
434,1
435,1
436,1
437,1
438,1
439,1
440,1
441,1
442,1
443,1
444,1
445,1
446,1
447,1
448,1
449,1
450,1
451,1
452,1
453,1
454,1
455,1
456,1
457,1
458,1
459,1
460,1
461,1
462,1
463,1
464,1
465,1
466,1
467,1
468,1
469,1
470,1
471,1
472,1
473,1
474,1
475,1
476,1
477,1
478,1
479,1
480,1
481,1
482,1
483,1
484,1
485,1
486,1
487,1
488,1
489,1
490,1
491,1
492,1
493,1
494,1
495,1
496,1
497,1
498,1
499,1
500,1
501,1
502,1
503,1
504,1
505,1
506,1
507,1
508,1
509,1
510,1
511,1
512,1
